date,nav,cash,positions_value
2024-02-20,496791.387,311233.387,185558.0
2024-02-21,503175.387,311233.387,191942.0
2024-02-22,502478.8213,266000.8213,236478.0
2024-02-23,503044.8213,266000.8213,237044.0
