date,nav,cash,positions_value
2024-01-02,497760.1404,300408.1404,197352.0
2024-01-03,497111.09849999996,298308.09849999996,198803.0
2024-01-04,497432.09849999996,298308.09849999996,199124.0
2024-01-05,498185.42029999994,326485.42029999994,171700.0
