date,nav,cash,positions_value
2024-02-20,496258.48735999997,231506.48735999997,264752.0
2024-02-21,505406.64885999996,168692.64885999996,336714.0
2024-02-22,504920.97925999993,146453.97925999996,358467.0
2024-02-23,503721.97925999993,118611.97925999996,385110.0
