date,nav,cash,positions_value
2024-02-20,501325.1529,179677.1529,321648.0
2024-02-21,507679.91929999995,135551.91929999998,372128.0
2024-02-22,507056.07505999994,160401.07505999997,346655.0
2024-02-23,504511.5328,105163.53279999999,399348.0
