date,nav,cash,positions_value
2025-01-02,496806.196328,285868.143475,210938.052853
2025-01-03,490817.003235,274199.608015,216617.39522
2025-01-06,490986.64333,254770.023385,236216.61994499998
2025-01-07,493789.209197,162487.37213700003,331301.83706
2025-01-08,501806.698103,162487.37213700003,339319.325966
