date,nav,cash,positions_value
2024-05-13,500621.15910000005,307139.15910000005,193482.0
2024-05-14,497501.15910000005,307139.15910000005,190362.0
2024-05-15,500253.5693000001,221464.56930000006,278789.0
2024-05-16,501449.5693000001,221464.56930000006,279985.0
2024-05-17,500849.5693000001,221464.56930000006,279385.0
